beha,var,subj,ss,group,beha_Bnorm
0.954166666666667,-0.284207472552196,1,1,1,0.970236058952462
0.925,-0.0984997878762531,2,1,1,0.961721002255517
0.904166666666667,1.71932735523392,3,1,1,0.956434645449829
0.829166666666667,0.156646716245455,4,1,1,0.939961045055219
0.8125,0.124466890775188,5,1,1,0.936606257612635
0.9625,0.236436573069713,6,1,1,0.973068509708255
0.95,0.397004998181664,7,1,1,0.968904321648314
0.9875,0.161260597549428,8,1,1,0.984145966581465
0.929166666666667,0.00407194748089169,9,1,1,0.962842143224458
0.929166666666667,0.394600572030639,10,1,1,0.962842143224458
0.979166666666667,0.197085042000285,11,1,1,0.979779928736335
0.9875,0.126447637525692,12,1,1,0.984145966581465
0.970833333333333,0.405309786373599,13,1,1,0.976199433846709
0.841666666666667,0.209850679966781,14,1,1,0.942529738963875
0.904166666666667,0.387843857180885,15,1,1,0.956434645449829
0.9375,0.364534908129889,16,1,1,0.965165792761796
0.8875,-0.0697286633890318,17,1,1,0.952498783405452
0.933333333333333,0.499927531142963,18,1,1,0.963989481699087
0.95,-0.356088509335202,19,1,1,0.968904321648314
0.95,0.0488172431856856,20,1,1,0.968904321648314
0.933333333333333,-0.0539253258965187,21,1,2,0.963989481699087
0.920833333333333,0.482549505216707,22,1,2,0.960623670895172
0.956521739130435,0.0278458392727813,23,1,2,0.971011874034633
0.941666666666667,0.526533292299613,24,1,2,0.966374332457903
0.930612244897959,-0.0657889348112161,25,1,2,0.963237099418026
0.908333333333333,-0.0844711780893808,26,1,2,0.957455068746818
0.983333333333333,0.107662420372968,27,1,2,0.981828539656086
0.929166666666667,0.276161711415695,28,1,2,0.962842143224458
0.770833333333333,-0.0541404672805683,29,1,2,0.928476779051816
0.895833333333333,0.0814813945609039,30,1,2,0.954439639781966
0.9625,-0.0263565693620746,31,1,2,0.973068509708255
0.941666666666667,-0.376721723970319,32,1,2,0.966374332457903
0.945833333333333,0.0244408082344972,33,1,2,0.967618962794842
0.991666666666667,-0.0456379825251016,34,1,2,0.986892084472495
0.9625,0.204591972515163,36,1,2,0.973068509708255
0.9125,-0.0177920996396757,37,1,2,0.958492407998426
0.933333333333333,-0.130309653290605,38,1,2,0.963989481699087
0.879166666666667,-0.239346543202437,39,1,2,0.950605050386393
0.8125,-0.246659187731898,40,1,2,0.936606257612635
0.745192307692308,-0.219931294739228,41,1,2,0.923597063210785
0.920833333333333,-0.313919331788164,1,2,1,0.960623670895172
0.895833333333333,0.362521001590085,2,2,1,0.954439639781966
0.945833333333333,0.994561865901368,3,2,1,0.967618962794842
0.8125,0.0387331476903937,4,2,1,0.936606257612635
0.8125,0.544275500718244,5,2,1,0.936606257612635
0.925,0.313122565754262,6,2,1,0.961721002255517
0.895833333333333,0.261567205431912,7,2,1,0.954439639781966
0.966666666666667,0.397139394895948,8,2,1,0.974589512105058
0.875,0.0940371905797349,9,2,1,0.949673995364581
0.916666666666667,0.437585263018523,10,2,1,0.95954807685707
0.9375,0.078853093767722,11,2,1,0.965165792761796
0.925,0.0932954222245605,12,2,1,0.961721002255517
0.895833333333333,0.614725811530391,13,2,1,0.954439639781966
0.75,0.2850543923773,14,2,1,0.92450698032591
