beha,var,subj,ss,group,beha_Bnorm
0.954166666666667,-0.754730181389431,1,1,1,0.970236058952462
0.925,-1.06781758416163,2,1,1,0.961721002255517
0.904166666666667,-0.667880056822782,3,1,1,0.956434645449829
0.829166666666667,-0.0666792900771427,4,1,1,0.939961045055219
0.8125,-0.942046148017808,5,1,1,0.936606257612635
0.9625,0.692862196438952,6,1,1,0.973068509708255
0.95,-0.145244365140369,7,1,1,0.968904321648314
0.9875,-0.938886314065364,8,1,1,0.984145966581465
0.929166666666667,-0.537212300726388,9,1,1,0.962842143224458
0.929166666666667,-0.833153296607743,10,1,1,0.962842143224458
0.979166666666667,-0.414303412857074,11,1,1,0.979779928736335
0.9875,-0.704236206667024,12,1,1,0.984145966581465
0.970833333333333,-0.850890259359112,13,1,1,0.976199433846709
0.841666666666667,-0.56899330396929,14,1,1,0.942529738963875
0.904166666666667,-0.620817047110345,15,1,1,0.956434645449829
0.9375,-0.567728850870126,16,1,1,0.965165792761796
0.8875,-1.15760180715515,17,1,1,0.952498783405452
0.933333333333333,-0.738157381408001,18,1,1,0.963989481699087
0.95,0.0188761802664636,19,1,1,0.968904321648314
0.95,-0.396657559684127,20,1,1,0.968904321648314
0.933333333333333,1.35555080537572,21,1,2,0.963989481699087
0.920833333333333,-0.191293770409501,22,1,2,0.960623670895172
0.956521739130435,-0.615563123026664,23,1,2,0.971011874034633
0.941666666666667,-1.12376710835643,24,1,2,0.966374332457903
0.930612244897959,0.44572909974613,25,1,2,0.963237099418026
0.908333333333333,-1.15041418290192,26,1,2,0.957455068746818
0.983333333333333,-0.472097121030083,27,1,2,0.981828539656086
0.929166666666667,-0.411564736761643,28,1,2,0.962842143224458
0.770833333333333,-0.511762322793426,29,1,2,0.928476779051816
0.895833333333333,-0.16321287647363,30,1,2,0.954439639781966
0.9625,0.208588275521362,31,1,2,0.973068509708255
0.941666666666667,-0.602187430028611,32,1,2,0.966374332457903
0.945833333333333,0.200457283497911,33,1,2,0.967618962794842
0.991666666666667,-0.595468810933614,34,1,2,0.986892084472495
0.9625,0.710526082649977,36,1,2,0.973068509708255
0.9125,0.483436610882733,37,1,2,0.958492407998426
0.933333333333333,-0.749368627859818,38,1,2,0.963989481699087
0.879166666666667,-0.993460145956774,39,1,2,0.950605050386393
0.8125,-0.736768961065577,40,1,2,0.936606257612635
0.745192307692308,-0.837142471961958,41,1,2,0.923597063210785
0.920833333333333,-0.684262841602826,1,2,1,0.960623670895172
0.895833333333333,-0.623594134382077,2,2,1,0.954439639781966
0.945833333333333,-1.01866112592045,3,2,1,0.967618962794842
0.8125,0.0499341278155239,4,2,1,0.936606257612635
0.8125,-1.18874879102775,5,2,1,0.936606257612635
0.925,0.448285601042983,6,2,1,0.961721002255517
0.895833333333333,-0.120007362453686,7,2,1,0.954439639781966
0.966666666666667,-0.695908653198731,8,2,1,0.974589512105058
0.875,-0.632568581955468,9,2,1,0.949673995364581
0.916666666666667,-0.666481586624675,10,2,1,0.95954807685707
0.9375,-0.228400753004991,11,2,1,0.965165792761796
0.925,-0.596097693981314,12,2,1,0.961721002255517
0.895833333333333,0.779838587070097,13,2,1,0.954439639781966
0.75,-0.850891170979541,14,2,1,0.92450698032591
0.904166666666667,-0.290209943885525,15,2,1,0.956434645449829
0.916666666666667,-0.140386113438526,16,2,1,0.95954807685707
0.829166666666667,-0.604044498246654,17,2,1,0.939961045055219
0.85,-0.670802870313568,18,2,1,0.944271794289954
0.9,-0.179251868676932,19,2,1,0.955429878514695
0.85,-0.286304517157668,20,2,1,0.944271794289954
0.770833333333333,1.43992919511152,21,2,2,0.928476779051816
0.845833333333333,0.0992263714331683,22,2,2,0.943397579815642
0.875,-0.179868243698803,23,2,2,0.949673995364581
0.8625,-1.04657878967961,24,2,2,0.946936573295582
0.814516129032258,-1.47207300167566,25,2,2,0.937008310551804
0.854166666666667,-1.27812919028343,26,2,2,0.945152758287007
0.9,-0.476713944231211,27,2,2,0.955429878514695
0.8125,-0.564859581769843,28,2,2,0.936606257612635
0.729166666666667,0.424514358788056,29,2,2,0.920576858207649
0.816666666666667,-0.379447738455526,30,2,2,0.937438246813916
0.875,-0.160955852246159,31,2,2,0.949673995364581
0.808333333333333,0.257310890149659,32,2,2,0.935778339075967
0.8875,-0.510503757770609,33,2,2,0.952498783405452
0.933333333333333,-0.68716700752106,34,2,2,0.963989481699087
0.883333333333333,0.0336032964513016,36,2,2,0.951546415145811
0.845833333333333,-0.584259920388583,37,2,2,0.943397579815642
0.8875,0.157781040510591,38,2,2,0.952498783405452
0.866666666666667,-0.748257781150708,39,2,2,0.947840319799599
0.80625,0.0708580715773285,40,2,2,0.935365836365361
0.701923076923077,1.0171011122113,41,2,2,0.915473760537789
0.845833333333333,-1.14730387317176,1,3,1,0.943397579815642
0.783333333333333,-0.667549695505414,2,3,1,0.930884570383723
0.8875,-1.23785857951039,3,3,1,0.952498783405452
0.683333333333333,-0.656414045512532,4,3,1,0.912002336444696
0.758333333333333,-0.449328879819846,5,3,1,0.926089261881522
0.891666666666667,0.41212036629792,6,3,1,0.953462913981322
0.845833333333333,-0.0393821623191524,7,3,1,0.943397579815642
0.933333333333333,-0.832405496571357,8,3,1,0.963989481699087
0.8125,-0.552980412308897,9,3,1,0.936606257612635
0.8875,-0.819728260727464,10,3,1,0.952498783405452
0.908333333333333,0.312754038146547,11,3,1,0.957455068746818
0.95,-0.610623481102008,12,3,1,0.968904321648314
0.854166666666667,-0.237561261408517,13,3,1,0.945152758287007
0.820833333333333,-0.197678765948121,14,3,1,0.938274540854566
0.8,-0.411734003384902,15,3,1,0.93413383513027
0.870833333333333,0.194544165495725,16,3,1,0.948752613692887
0.779166666666667,-1.14981734624094,17,3,1,0.930079471670358
0.779166666666667,-1.26019630999571,18,3,1,0.930079471670358
0.870833333333333,-0.0845599924530986,19,3,1,0.948752613692887
0.783333333333333,0.214334832528136,20,3,1,0.930884570383723
0.766666666666667,1.12546886123907,21,3,2,0.927678880815064
0.833333333333333,-0.138961195029352,22,3,2,0.940811791944263
0.820652173913043,0.416726327964787,23,3,2,0.938238087428162
0.791666666666667,-1.08734187334517,24,3,2,0.932503080738565
0.730612244897959,-0.800677142031335,25,3,2,0.920848588321267
0.725,-0.842099103070194,26,3,2,0.919794299917438
0.816666666666667,0.178587792212248,27,3,2,0.937438246813916
0.679166666666667,-0.651747060219982,28,3,2,0.911224465943322
0.6625,-0.292205759794974,29,3,2,0.908111100978148
0.741666666666667,-0.194656959028267,30,3,2,0.922931019337604
0.795833333333333,-0.496798233094333,31,3,2,0.933316836555704
0.7375,-0.681376574260128,32,3,2,0.922145108806955
0.7625,-0.386603486083436,33,3,2,0.926883087916428
0.870833333333333,-0.467563700922895,34,3,2,0.948752613692887
0.820833333333333,-0.791269155718633,36,3,2,0.938274540854566
0.8,-0.853866317977661,37,3,2,0.93413383513027
0.804166666666667,-0.500488631603539,38,3,2,0.93495426877801
0.779166666666667,-0.658621318103309,39,3,2,0.930079471670358
0.75625,0.0408628064551813,40,3,2,0.925693044493702
