name,group,groupStr,delayVar,ss,beha
DMSS030,2,Old,0.566576991153699,1,0.933333333333333
DMSS031,2,Old,-1.12098308199833,1,0.920833333333333
DMSS032,2,Old,-1.10862025792104,1,0.956521739130435
DMSS036,2,Old,0.139194311983235,1,0.941666666666667
DMSS037,2,Old,-0.0946404505822435,1,0.930612244897959
DMSS038,2,Old,-0.417945487565639,1,0.908333333333333
DMSS039,2,Old,-0.360118105412917,1,0.983333333333333
DMSS040,2,Old,0.0448107162638521,1,0.929166666666667
DMSS041,2,Old,-0.874325474907036,1,0.770833333333333
DMSS046,2,Old,0.00370924719649693,1,0.895833333333333
DMSS050,2,Old,-0.380253119681212,1,0.9625
DMSS051,2,Old,0.699074153711182,1,0.941666666666667
DMSS052,2,Old,0.323336356669133,1,0.945833333333333
DMSS053,2,Old,0.446268684586196,1,0.991666666666667
DMSS054,2,Old,0.316427925482366,1,0.933333333333333
DMSS055,2,Old,-0.230355949013827,1,0.9625
DMSS056,2,Old,1.2897643385675,1,0.9125
DMSS057,2,Old,0.0498871186148341,1,0.933333333333333
DMSS058,2,Old,-0.423110603079878,1,0.879166666666667
DMSS059,2,Old,0.238261660663043,1,0.8125
DMSS061,2,Old,0.167095718590846,1,0.745192307692308
DMSS030,2,Old,-1.04546995304149,2,0.770833333333333
DMSS031,2,Old,-0.850999905193433,2,0.845833333333333
DMSS032,2,Old,-1.23249560122344,2,0.875
DMSS036,2,Old,0.130230189257502,2,0.8625
DMSS037,2,Old,-0.184868504399371,2,0.814516129032258
DMSS038,2,Old,-0.889105792223168,2,0.854166666666667
DMSS039,2,Old,-0.21925514175327,2,0.9
DMSS040,2,Old,-0.0725059568069477,2,0.8125
DMSS041,2,Old,-0.738624121335762,2,0.729166666666667
DMSS046,2,Old,0.210258624227232,2,0.816666666666667
DMSS050,2,Old,0.258027056513844,2,0.875
DMSS051,2,Old,-0.489152042678566,2,0.808333333333333
DMSS052,2,Old,0.531691018013871,2,0.8875
DMSS053,2,Old,0.259452245810143,2,0.933333333333333
DMSS054,2,Old,-0.383083463965684,2,0.916666666666667
DMSS055,2,Old,0.255487207738065,2,0.883333333333333
DMSS056,2,Old,-1.40422090791015,2,0.845833333333333
DMSS057,2,Old,0.113265253185263,2,0.8875
DMSS058,2,Old,-0.553882814728844,2,0.866666666666667
DMSS059,2,Old,-0.564464686207159,2,0.80625
DMSS061,2,Old,-2.45833393793691,2,0.701923076923077
DMSS030,2,Old,-0.427634155406523,4,0.766666666666667
DMSS031,2,Old,-2.88283706438578,4,0.833333333333333
DMSS032,2,Old,-1.69951796589725,4,0.820652173913043
DMSS036,2,Old,0.233320412240359,4,0.791666666666667
DMSS037,2,Old,-0.0496333553143496,4,0.730612244897959
DMSS038,2,Old,-0.690477781533027,4,0.725
DMSS039,2,Old,-0.184169220556352,4,0.816666666666667
DMSS040,2,Old,0.155871855534379,4,0.679166666666667
DMSS041,2,Old,-0.85435539461596,4,0.6625
DMSS046,2,Old,-0.204485003204216,4,0.741666666666667
DMSS050,2,Old,-0.301518488718993,4,0.795833333333333
DMSS051,2,Old,-0.543369581354882,4,0.7375
DMSS052,2,Old,0.351550133090204,4,0.7625
DMSS053,2,Old,0.00393654624286647,4,0.870833333333333
DMSS054,2,Old,-0.258608664352472,4,0.883333333333333
DMSS055,2,Old,-0.666125481473168,4,0.820833333333333
DMSS056,2,Old,-2.46828609714006,4,0.8
DMSS057,2,Old,0.203268648242767,4,0.804166666666667
DMSS058,2,Old,-0.486089622154286,4,0.779166666666667
DMSS059,2,Old,0.118883815356111,4,0.75625
DMSS061,2,Old,0.486740824618756,4,0.639423076923077
