name,group,groupStr,delayVar,ss,beha
dmss01,1,Young,-0.449007389799922,1,0.954166666666667
dmss02,1,Young,-1.14683801979186,1,0.925
dmss03,1,Young,0.155423912225538,1,0.904166666666667
dmss06,1,Young,-0.451832575708887,1,0.829166666666667
dmss07,1,Young,-0.0661602094887679,1,0.8125
dmss08,1,Young,-0.344791270837811,1,0.9625
dmss11,1,Young,0.663057432300318,1,0.95
dmss13,1,Young,0.318925037136248,1,0.9875
dmss14,1,Young,-0.18048769469399,1,0.929166666666667
dmss15,1,Young,0.393928048841482,1,0.929166666666667
dmss16,1,Young,0.38378569437409,1,0.979166666666667
dmss17,1,Young,0.570684925515865,1,0.9875
dmss19,1,Young,-0.339711577735869,1,0.970833333333333
dmss20,1,Young,-0.126365025592309,1,0.841666666666667
dmss21,1,Young,-0.16659015607645,1,0.904166666666667
dmss22,1,Young,-0.125470170453617,1,0.9375
dmss25,1,Young,0.466686992292541,1,0.8875
dmss26,1,Young,-0.300215421901701,1,0.933333333333333
dmss27,1,Young,0.18390754828644,1,0.95
dmss29,1,Young,0.674255819363438,1,0.95
dmss01,1,Young,-0.0412751994032287,2,0.920833333333333
dmss02,1,Young,-0.331097483853829,2,0.895833333333333
dmss03,1,Young,0.133806242384603,2,0.945833333333333
dmss06,1,Young,-0.409770465084558,2,0.8125
dmss07,1,Young,0.486048515645198,2,0.8125
dmss08,1,Young,-0.39507334609979,2,0.925
dmss11,1,Young,-0.282691478009856,2,0.895833333333333
dmss13,1,Young,0.366830793032763,2,0.966666666666667
dmss14,1,Young,-0.415122957499483,2,0.875
dmss15,1,Young,0.551608251708589,2,0.916666666666667
dmss16,1,Young,0.170932832842132,2,0.9375
dmss17,1,Young,0.514437180372208,2,0.925
dmss19,1,Young,0.258539452660669,2,0.895833333333333
dmss20,1,Young,0.0606137108060252,2,0.75
dmss21,1,Young,-0.164075245428825,2,0.904166666666667
dmss22,1,Young,-0.170121521898351,2,0.916666666666667
dmss25,1,Young,0.390622599095236,2,0.829166666666667
dmss26,1,Young,0.0811247841019196,2,0.85
dmss27,1,Young,0.139201608714137,2,0.9
dmss29,1,Young,0.35569897043735,2,0.85
dmss01,1,Young,-0.214011714889763,4,0.845833333333333
dmss02,1,Young,-0.866366143677726,4,0.783333333333333
dmss03,1,Young,-0.268606139206463,4,0.8875
dmss06,1,Young,-0.326384885569222,4,0.683333333333333
dmss07,1,Young,0.0985236301802143,4,0.758333333333333
dmss08,1,Young,0.0955549862788844,4,0.891666666666667
dmss11,1,Young,0.65116047719043,4,0.845833333333333
dmss13,1,Young,0.214735697874532,4,0.933333333333333
dmss14,1,Young,-0.482288371450217,4,0.8125
dmss15,1,Young,-0.172909401123983,4,0.8875
dmss16,1,Young,0.697347491496427,4,0.908333333333333
dmss17,1,Young,0.333641710793431,4,0.95
dmss19,1,Young,-0.1616314180279,4,0.854166666666667
dmss20,1,Young,-0.216345889191062,4,0.820833333333333
dmss21,1,Young,0.323573118992959,4,0.8
dmss22,1,Young,0.27102717853587,4,0.870833333333333
dmss25,1,Young,0.371153294527923,4,0.779166666666667
dmss26,1,Young,-0.0657674841173609,4,0.779166666666667
dmss27,1,Young,-0.25875173611795,4,0.870833333333333
dmss29,1,Young,-0.0980131127601563,4,0.783333333333333
