name,group,groupStr,delayVar,ss,beha
dmss01,1,Young,-0.219370550128763,1,0.954166666666667
dmss02,1,Young,-0.591249047890365,1,0.925
dmss03,1,Young,-0.330354881881097,1,0.904166666666667
dmss06,1,Young,-0.304451031042356,1,0.829166666666667
dmss07,1,Young,-0.451626786413226,1,0.8125
dmss08,1,Young,-0.321951456330967,1,0.9625
dmss11,1,Young,0.00905169923047963,1,0.95
dmss13,1,Young,-0.0605638132965813,1,0.9875
dmss14,1,Young,0.179509512375928,1,0.929166666666667
dmss15,1,Young,-0.132020249538153,1,0.929166666666667
dmss16,1,Young,0.0658226953728369,1,0.979166666666667
dmss17,1,Young,0.103662796298983,1,0.9875
dmss19,1,Young,0.110593483437208,1,0.970833333333333
dmss20,1,Young,-0.447351707470008,1,0.841666666666667
dmss21,1,Young,0.0676945365538874,1,0.904166666666667
dmss22,1,Young,0.1136510617597,1,0.9375
dmss25,1,Young,-0.0679365943774875,1,0.8875
dmss26,1,Young,-0.327943430868883,1,0.933333333333333
dmss27,1,Young,-0.113723011357263,1,0.95
dmss29,1,Young,0.0666163250861911,1,0.95
dmss01,1,Young,-0.266185528055391,2,0.920833333333333
dmss02,1,Young,-0.460033053089203,2,0.895833333333333
dmss03,1,Young,-0.757877870331677,2,0.945833333333333
dmss06,1,Young,-0.213938942025308,2,0.8125
dmss07,1,Young,-0.414883321140673,2,0.8125
dmss08,1,Young,-0.094587207516273,2,0.925
dmss11,1,Young,-0.07330707047722,2,0.895833333333333
dmss13,1,Young,0.115105377066924,2,0.966666666666667
dmss14,1,Young,0.133735412523285,2,0.875
dmss15,1,Young,0.00437796730009413,2,0.916666666666667
dmss16,1,Young,0.080179817419588,2,0.9375
dmss17,1,Young,-0.0485793127963879,2,0.925
dmss19,1,Young,0.0388900781710262,2,0.895833333333333
dmss20,1,Young,0.0491691316590931,2,0.75
dmss21,1,Young,-0.32009254155564,2,0.904166666666667
dmss22,1,Young,-0.0338414289639408,2,0.916666666666667
dmss25,1,Young,0.0324691493834805,2,0.829166666666667
dmss26,1,Young,-0.449223163402428,2,0.85
dmss27,1,Young,-0.0600920877574273,2,0.9
dmss29,1,Young,-0.0505810871737451,2,0.85
dmss01,1,Young,-0.297527302070436,4,0.845833333333333
dmss02,1,Young,-0.32115618460768,4,0.783333333333333
dmss03,1,Young,-0.514486576718589,4,0.8875
dmss06,1,Young,-0.182422058407208,4,0.683333333333333
dmss07,1,Young,-0.747538321524491,4,0.758333333333333
dmss08,1,Young,-0.0720683265798394,4,0.891666666666667
dmss11,1,Young,0.138584901468848,4,0.845833333333333
dmss13,1,Young,-0.149966569977083,4,0.933333333333333
dmss14,1,Young,0.0248585830426169,4,0.8125
dmss15,1,Young,-0.236817856438353,4,0.8875
dmss16,1,Young,0.316646302764336,4,0.908333333333333
dmss17,1,Young,-0.210907349081737,4,0.95
dmss19,1,Young,-0.401716212893862,4,0.854166666666667
dmss20,1,Young,-0.225939902313816,4,0.820833333333333
dmss21,1,Young,-0.149982109772669,4,0.8
dmss22,1,Young,0.0287386259300866,4,0.870833333333333
dmss25,1,Young,0.061519755489775,4,0.779166666666667
dmss26,1,Young,-0.0926678398403983,4,0.779166666666667
dmss27,1,Young,-0.0803662544711306,4,0.870833333333333
dmss29,1,Young,0.0117687020266394,4,0.783333333333333
