name,group,groupStr,load1,load2,load3
DMSS030,2,Old,0.434838128970086,0.572019601331532,0.24689417519868
DMSS031,2,Old,0.627341355722633,1.05146852675986,0.686951820134427
DMSS032,2,Old,1.98903146254818,2.01648282673125,1.81920950915106
DMSS036,2,Old,2.31717215377377,1.85229403812012,1.51501602649484
DMSS037,2,Old,0.617128051701016,0.72438922707496,0.607420987075877
DMSS038,2,Old,0.605567699340318,0.669678791484835,0.790326428062551
DMSS039,2,Old,1.93449624211903,2.07023146404735,2.07729734859964
DMSS040,2,Old,0.0940591856354384,0.107463070510502,0.356151944044125
DMSS041,2,Old,1.17676595480277,1.28945358453187,0.788868029275712
DMSS046,2,Old,1.4490930352864,1.25762695814445,1.33837989617511
DMSS050,2,Old,0.0182386940219303,0.0621967310829567,0.118122026707602
DMSS051,2,Old,0.725911130649277,0.634261761199276,0.232532150854652
DMSS052,2,Old,1.86840979523777,1.77263593332995,1.22794139212174
DMSS053,2,Old,4.2104571020299,4.27495203814482,4.32502451848206
DMSS054,2,Old,5.16960206356514,4.78908767328452,3.98483775509248
DMSS055,2,Old,2.50937306747008,2.19438881973882,2.22386847382564
DMSS056,2,Old,2.93049909108323,2.79145593823543,2.10916087236108
DMSS057,2,Old,1.68142406352164,1.88878625815184,1.54450959029283
DMSS058,2,Old,1.55935021630626,2.01937995262495,2.16634373311582
DMSS059,2,Old,-0.000947847991031799,0.0807679242081069,0.204456727860417
DMSS061,2,Old,-0.294414803624235,-0.374003662255495,-0.311538107846567
dmss01,1,Young,2.57746229961658,2.53979487585742,2.42419355153423
dmss02,1,Young,1.69202937219769,1.75464566206086,1.34428408675812
dmss03,1,Young,1.26274496194229,1.05518008904306,0.808969875829927
dmss06,1,Young,1.93460445556342,1.73644788151924,1.13588857307597
dmss07,1,Young,0.924847757795636,0.892972557240697,1.00102956564518
dmss08,1,Young,3.13933690112438,2.55504443856128,2.67599465923655
dmss11,1,Young,1.91927338514875,2.03024441688033,1.71926948120812
dmss13,1,Young,0.937512039537788,1.13053585707018,1.53186216936097
dmss14,1,Young,1.60795135971078,1.80163741237256,1.726036451188
dmss15,1,Young,0.823754700238415,0.802362112615711,0.890282831624321
dmss16,1,Young,0.526983375430061,0.604800880310728,0.599029777312098
dmss17,1,Young,1.40851103883848,1.35869794705601,1.3466246194379
dmss19,1,Young,1.45146265378253,1.29671872961263,0.954526540043427
dmss20,1,Young,2.67792521508655,2.3807695945879,2.55796361767507
dmss21,1,Young,0.918424856402055,1.20861185128827,1.21618028672436
dmss22,1,Young,0.232196746031446,0.696875719801914,0.679155737481459
dmss25,1,Young,0.310963193737094,0.176536083345555,0.506474874971398
dmss26,1,Young,1.78319753781984,2.20206265849535,1.74689908192179
dmss27,1,Young,0.702072358906421,0.416673566442526,0.526326861351252
dmss29,1,Young,1.77524302083967,2.18295341796377,1.67130702836174
