name,group,groupStr,load1,load2,load3
DMSS030,2,Old,0.00539697761468959,0.272677757723061,0.284390069029647
DMSS031,2,Old,0.25508694701314,0.138738210841924,0.0603557353199024
DMSS032,2,Old,0.512207377374205,0.67850340003928,0.480967725411684
DMSS036,2,Old,0.227422213509219,0.75536606745645,0.209473070426233
DMSS037,2,Old,0.626677546617447,0.239427734646832,0.231505589677414
DMSS038,2,Old,-0.780783506456408,-0.552989417564319,-0.832232665055869
DMSS039,2,Old,-0.0630082117088686,0.151787686647063,-0.0173900862056722
DMSS040,2,Old,-0.0607715148056092,-0.17737764043092,-0.117517337616286
DMSS041,2,Old,-0.368629806166026,-0.138733662976571,-0.18577549149397
DMSS046,2,Old,0.347156506667732,0.0326370619223416,0.582586106137677
DMSS050,2,Old,0.0150857918865498,-0.0721650527370554,-0.078134047389564
DMSS051,2,Old,-0.682271735085564,-0.650164930510643,-1.02762551559825
DMSS052,2,Old,-0.0753287059654798,-0.554111119244908,0.128905151151338
DMSS053,2,Old,0.429326909426276,0.48270828305149,0.246545714125372
DMSS054,2,Old,2.56126350593222,2.94651755883514,2.48622813407428
DMSS055,2,Old,0.339429854131512,0.686407629589967,0.19318789021994
DMSS056,2,Old,0.488200121211329,0.357173429709038,0.641876023540708
DMSS057,2,Old,-0.665378910713949,0.402101354013453,0.39174961811056
DMSS058,2,Old,0.361126436387958,0.233782546993048,0.157592359948302
DMSS059,2,Old,0.559144899232963,0.332352351820774,0.343361532094324
DMSS061,2,Old,-0.293511009757312,-0.182929964931495,0.172575262556125
dmss01,1,Young,0.605122530684956,1.16659114707268,0.801333301652732
dmss02,1,Young,0.279707952617889,0.23729661921859,-0.0937312591421956
dmss03,1,Young,0.238039568665602,0.543870746109816,0.207019441790232
dmss06,1,Young,0.504892347958576,0.378543199528595,-0.0341407950285657
dmss07,1,Young,-0.741311869788506,-0.602275939563863,-0.555607178297253
dmss08,1,Young,1.41836443277338,1.47452014053458,1.01926840685572
dmss11,1,Young,0.795857097663111,0.387358803512423,-0.136073513659473
dmss13,1,Young,0.124300796781544,-0.200302036057498,-0.233335181608679
dmss14,1,Young,-0.00417384359082048,0.0836785993585275,-0.238752847472703
dmss15,1,Young,-0.0728750217142825,-0.0381872352654759,0.118548166150279
dmss16,1,Young,-0.41670435583482,-0.116825755607098,-0.0546274878229294
dmss17,1,Young,-0.599061209383143,-0.599413107572639,-0.801726874489228
dmss19,1,Young,-0.178181826899045,0.560941431948953,0.219713628995814
dmss20,1,Young,0.369027019532893,0.35718477113308,0.422373201213558
dmss21,1,Young,0.0987780522465225,-0.0749963000030779,0.240343403573477
dmss22,1,Young,-0.0519201719257313,-0.00579111683157062,0.0760335004865118
dmss25,1,Young,-0.159748103275242,-0.0693312412153247,-0.0715425848649897
dmss26,1,Young,0.356250789350805,0.125248142978723,-0.48570690127076
dmss27,1,Young,0.0359549136066268,-0.378078919752366,0.225042391989478
dmss29,1,Young,0.438277105312296,1.14094931294182,0.432994240441356
