name,group,groupStr,corr,wrong
DMSS030,2,Old,-0.19887393398115,-0.940282459977999
DMSS031,2,Old,0.124815701220165,0.552251399116648
DMSS032,2,Old,0.244262528932559,0.37094965449969
DMSS036,2,Old,0.408633573808881,0.350808110979285
DMSS037,2,Old,0.436360968083512,0.525500319839157
DMSS038,2,Old,0.215237549733027,0.29061608003417
DMSS039,2,Old,0.117520270605397,-0.0172072599959698
DMSS040,2,Old,0.0656333595407186,0.277327316345938
DMSS041,2,Old,0.0450915438860523,0.134321669537167
DMSS046,2,Old,0.568543320016837,-0.26123039893329
DMSS050,2,Old,-0.0986638592413574,0.120039269324067
DMSS051,2,Old,-0.377205858571045,-0.506182377097981
DMSS052,2,Old,0.351440888294544,0.204064481999283
DMSS053,2,Old,0.979935031205439,0.624698566018282
DMSS054,2,Old,2.29655689271701,2.53629102263586
DMSS055,2,Old,0.237113763412781,-0.182956473038254
DMSS056,2,Old,0.621217561836396,0.727698421868889
DMSS057,2,Old,0.178585358812355,-0.236161843915139
DMSS058,2,Old,0.190184615633236,0.108728621208496
DMSS059,2,Old,-0.0117320745883907,-0.138233710382635
DMSS061,2,Old,-0.00383733122421764,-0.186152665879759
dmss01,1,Young,0.308681076828029,0.304163647498833
dmss02,1,Young,0.0942929931567342,0.149772581097679
dmss03,1,Young,0.0686264315297715,0.627766749131779
dmss06,1,Young,0.632407695941801,0.43495387413331
dmss07,1,Young,0.0858826087060539,0.184089952887665
dmss08,1,Young,0.75451267604357,0.442306619579388
dmss11,1,Young,0.442612023027707,0.258934279723306
dmss13,1,Young,0.170940609168929,-0.0504236022367081
dmss14,1,Young,0.742172744236116,0.811826703928459
dmss15,1,Young,-0.0293681963420947,-0.370342487596398
dmss16,1,Young,0.146891100092599,0.181264186772109
dmss17,1,Young,0.0248811178157514,0.365873227121674
dmss19,1,Young,0.277005725607254,-0.0927150560508118
dmss20,1,Young,0.679394773460978,0.284593706444844
dmss21,1,Young,0.124105577436079,0.370911546020006
dmss22,1,Young,0.114395646386388,-0.209458401436431
dmss25,1,Young,0.0573689111805058,-0.15691403237493
dmss26,1,Young,0.224985015608637,-0.876319698100797
dmss27,1,Young,0.00986392321189817,0.123850896385351
dmss29,1,Young,0.308939277227794,0.258784588270998
