name,group,groupStr,respVar,ss,beha
DMSS030,2,Old,-0.0539253258965187,1,0.933333333333333
DMSS031,2,Old,0.482549505216707,1,0.920833333333333
DMSS032,2,Old,0.0278458392727813,1,0.956521739130435
DMSS036,2,Old,0.526533292299613,1,0.941666666666667
DMSS037,2,Old,-0.0657889348112161,1,0.930612244897959
DMSS038,2,Old,-0.0844711780893808,1,0.908333333333333
DMSS039,2,Old,0.107662420372968,1,0.983333333333333
DMSS040,2,Old,0.276161711415695,1,0.929166666666667
DMSS041,2,Old,-0.0541404672805683,1,0.770833333333333
DMSS046,2,Old,0.0814813945609039,1,0.895833333333333
DMSS050,2,Old,-0.0263565693620746,1,0.9625
DMSS051,2,Old,-0.376721723970319,1,0.941666666666667
DMSS052,2,Old,0.0244408082344972,1,0.945833333333333
DMSS053,2,Old,-0.0456379825251016,1,0.991666666666667
DMSS054,2,Old,0.599001142786506,1,0.933333333333333
DMSS055,2,Old,0.204591972515163,1,0.9625
DMSS056,2,Old,-0.0177920996396757,1,0.9125
DMSS057,2,Old,-0.130309653290605,1,0.933333333333333
DMSS058,2,Old,-0.239346543202437,1,0.879166666666667
DMSS059,2,Old,-0.246659187731898,1,0.8125
DMSS061,2,Old,-0.219931294739228,1,0.745192307692308
DMSS030,2,Old,-0.10358868156248,2,0.770833333333333
DMSS031,2,Old,0.584733166316951,2,0.845833333333333
DMSS032,2,Old,0.445757994591997,2,0.875
DMSS036,2,Old,0.428703709015493,2,0.8625
DMSS037,2,Old,0.0856249392404431,2,0.814516129032258
DMSS038,2,Old,-0.122345643784907,2,0.854166666666667
DMSS039,2,Old,-0.00640322453658997,2,0.9
DMSS040,2,Old,0.280555556226435,2,0.8125
DMSS041,2,Old,0.145812961979773,2,0.729166666666667
DMSS046,2,Old,0.643151339529482,2,0.816666666666667
DMSS050,2,Old,-0.0956847181251791,2,0.875
DMSS051,2,Old,-0.484381726875116,2,0.808333333333333
DMSS052,2,Old,-0.0811831811818437,2,0.8875
DMSS053,2,Old,0.0760394250631493,2,0.933333333333333
DMSS054,2,Old,0.49250852100552,2,0.916666666666667
DMSS055,2,Old,0.0533297862401362,2,0.883333333333333
DMSS056,2,Old,0.0636258656505285,2,0.845833333333333
DMSS057,2,Old,0.00784485650367934,2,0.8875
DMSS058,2,Old,-0.172783976286375,2,0.866666666666667
DMSS059,2,Old,-0.0659021218232625,2,0.80625
DMSS061,2,Old,-0.306286762517317,2,0.701923076923077
DMSS030,2,Old,0.365354556462256,4,0.766666666666667
DMSS031,2,Old,0.453467237661984,4,0.833333333333333
DMSS032,2,Old,-0.109470142987743,4,0.820652173913043
DMSS036,2,Old,0.338487307826505,4,0.791666666666667
DMSS037,2,Old,-0.0557624223014394,4,0.730612244897959
DMSS038,2,Old,-0.10519244181164,4,0.725
DMSS039,2,Old,0.0321649913383562,4,0.816666666666667
DMSS040,2,Old,0.248213009224921,4,0.679166666666667
DMSS041,2,Old,0.122863062540244,4,0.6625
DMSS046,2,Old,-0.0938414123363508,4,0.741666666666667
DMSS050,2,Old,-0.0164322522695222,4,0.795833333333333
DMSS051,2,Old,-0.792478453810298,4,0.7375
DMSS052,2,Old,0.162611546453028,4,0.7625
DMSS053,2,Old,-0.552917637568869,4,0.870833333333333
DMSS054,2,Old,0.514535494336908,4,0.883333333333333
DMSS055,2,Old,-0.256215558691566,4,0.820833333333333
DMSS056,2,Old,0.0633870602812614,4,0.8
DMSS057,2,Old,0.0296835567108781,4,0.804166666666667
DMSS058,2,Old,-0.00480602131907892,4,0.779166666666667
DMSS059,2,Old,0.0660513809384097,4,0.75625
DMSS061,2,Old,-0.130440510166877,4,0.639423076923077
