name,group,groupStr,corr,wrong
DMSS030,2,Old,-0.250862921578968,-0.761642194797722
DMSS031,2,Old,0.354079191961275,0.713830276600014
DMSS032,2,Old,0.301711973981323,0.360413755770242
DMSS036,2,Old,0.476405633293198,0.380692332469927
DMSS037,2,Old,0.518278882681462,0.695838524270794
DMSS038,2,Old,0.171685240316055,0.31593711913974
DMSS039,2,Old,0.22449061218962,0.0148095547044057
DMSS040,2,Old,0.129459114649624,0.32669441115644
DMSS041,2,Old,0.063796440866622,0.0714947401633421
DMSS046,2,Old,0.724407004771347,-0.441357179751322
DMSS050,2,Old,-0.0015952735765572,0.155436701223854
DMSS051,2,Old,-0.746475140724292,-0.567897067112454
DMSS052,2,Old,0.261945522309551,0.239665070088225
DMSS053,2,Old,0.562287215946807,0.21568776841566
DMSS054,2,Old,2.19043603847694,2.38006304640791
DMSS055,2,Old,0.162241448385233,-0.307742561872573
DMSS056,2,Old,0.535476200124673,0.686069567649948
DMSS057,2,Old,0.184284662819331,-0.151715879967656
DMSS058,2,Old,0.119866990802032,0.0431581272545376
DMSS059,2,Old,-0.196373489820333,-0.148618118510261
DMSS061,2,Old,0.000687763358171765,-0.329638353522451
dmss01,1,Young,0.422335556235315,0.270476423127408
dmss02,1,Young,0.221935932637197,0.109989087090989
dmss03,1,Young,0.0239492492667901,0.361879546148879
dmss06,1,Young,0.506463477087122,0.518202367663498
dmss07,1,Young,0.206567311618382,0.231195773845951
dmss08,1,Young,0.607610637365165,0.537861263523976
dmss11,1,Young,0.16528993877477,0.209145923438017
dmss13,1,Young,0.166084393905163,-0.195886346289277
dmss14,1,Young,0.677904087890066,0.885003768351825
dmss15,1,Young,0.0787216326332967,-0.153004828974892
dmss16,1,Young,-0.0613384884747603,-0.302917414099676
dmss17,1,Young,0.0123122517743685,0.432783343175489
dmss19,1,Young,0.256671600532583,-0.22325344549552
dmss20,1,Young,0.782233407573693,0.518119116342523
dmss21,1,Young,-0.033856385981016,0.271396257090733
dmss22,1,Young,0.163280101423635,-0.122643270260459
dmss25,1,Young,0.0592224244138682,-0.302932611602512
dmss26,1,Young,0.0815607373880707,-0.905933062385699
dmss27,1,Young,-0.0592539369164558,-0.0685759740517264
dmss29,1,Young,0.145999674328575,0.144412676666222
