beha,var,subj,ss,group,beha_Bnorm
0.954166666666667,-0.939213262402915,1,1,1,0.970236058952462
0.925,-0.453915486851751,2,1,1,0.961721002255517
0.904166666666667,-0.595725643716312,3,1,1,0.956434645449829
0.829166666666667,-0.226269995668143,4,1,1,0.939961045055219
0.8125,-0.980145251171876,5,1,1,0.936606257612635
0.9625,0.522552196830154,6,1,1,0.973068509708255
0.95,-0.415066868459962,7,1,1,0.968904321648314
0.9875,-1.19477999251663,8,1,1,0.984145966581465
0.929166666666667,-0.758856613322725,9,1,1,0.962842143224458
0.929166666666667,-0.343725514519126,10,1,1,0.962842143224458
0.979166666666667,-0.19213990511055,11,1,1,0.979779928736335
0.9875,-0.339057747086158,12,1,1,0.984145966581465
0.970833333333333,-0.577614378913385,13,1,1,0.976199433846709
0.841666666666667,0.713609564576005,14,1,1,0.942529738963875
0.904166666666667,-0.312547750757416,15,1,1,0.956434645449829
0.9375,-1.47130916532851,16,1,1,0.965165792761796
0.8875,-0.327526586181106,17,1,1,0.952498783405452
0.933333333333333,-0.349315469118848,18,1,1,0.963989481699087
0.95,-0.678547428569861,19,1,1,0.968904321648314
0.95,-0.439838321343531,20,1,1,0.968904321648314
0.933333333333333,0.677893679038229,21,1,2,0.963989481699087
0.920833333333333,-0.432534473033892,22,1,2,0.960623670895172
0.956521739130435,-0.738376888820455,23,1,2,0.971011874034633
0.941666666666667,-0.883365274060041,24,1,2,0.966374332457903
0.930612244897959,-0.167602062249211,25,1,2,0.963237099418026
0.908333333333333,-1.28763477953325,26,1,2,0.957455068746818
0.983333333333333,-0.390008314057203,27,1,2,0.981828539656086
0.929166666666667,-0.447016880219791,28,1,2,0.962842143224458
0.770833333333333,-0.380154077036191,29,1,2,0.928476779051816
0.895833333333333,-0.0908828053628065,30,1,2,0.954439639781966
0.9625,0.0654656859721182,31,1,2,0.973068509708255
0.941666666666667,-1.19299194907593,32,1,2,0.966374332457903
0.945833333333333,-0.0650057004787425,33,1,2,0.967618962794842
0.991666666666667,-0.377544438166174,34,1,2,0.986892084472495
0.9625,0.554651237771414,36,1,2,0.973068509708255
0.9125,-0.239119301985455,37,1,2,0.958492407998426
0.933333333333333,-0.42104717569855,38,1,2,0.963989481699087
