name,group,groupStr,respVar,ss,beha
dmss01,1,Young,0.605122530684956,1,0.954166666666667
dmss02,1,Young,0.279707952617889,1,0.925
dmss03,1,Young,0.238039568665602,1,0.904166666666667
dmss06,1,Young,0.504892347958576,1,0.829166666666667
dmss07,1,Young,-0.741311869788506,1,0.8125
dmss08,1,Young,1.41836443277338,1,0.9625
dmss11,1,Young,0.795857097663111,1,0.95
dmss13,1,Young,0.124300796781544,1,0.9875
dmss14,1,Young,-0.00417384359082048,1,0.929166666666667
dmss15,1,Young,-0.0728750217142825,1,0.929166666666667
dmss16,1,Young,-0.41670435583482,1,0.979166666666667
dmss17,1,Young,-0.599061209383143,1,0.9875
dmss19,1,Young,-0.178181826899045,1,0.970833333333333
dmss20,1,Young,0.369027019532893,1,0.841666666666667
dmss21,1,Young,0.0987780522465225,1,0.904166666666667
dmss22,1,Young,-0.0519201719257313,1,0.9375
dmss25,1,Young,-0.159748103275242,1,0.8875
dmss26,1,Young,0.356250789350805,1,0.933333333333333
dmss27,1,Young,0.0359549136066268,1,0.95
dmss29,1,Young,0.438277105312296,1,0.95
dmss01,1,Young,1.16659114707268,2,0.920833333333333
dmss02,1,Young,0.23729661921859,2,0.895833333333333
dmss03,1,Young,0.543870746109816,2,0.945833333333333
dmss06,1,Young,0.378543199528595,2,0.8125
dmss07,1,Young,-0.602275939563863,2,0.8125
dmss08,1,Young,1.47452014053458,2,0.925
dmss11,1,Young,0.387358803512423,2,0.895833333333333
dmss13,1,Young,-0.200302036057498,2,0.966666666666667
dmss14,1,Young,0.0836785993585275,2,0.875
dmss15,1,Young,-0.0381872352654759,2,0.916666666666667
dmss16,1,Young,-0.116825755607098,2,0.9375
dmss17,1,Young,-0.599413107572639,2,0.925
dmss19,1,Young,0.560941431948953,2,0.895833333333333
dmss20,1,Young,0.35718477113308,2,0.75
dmss21,1,Young,-0.0749963000030779,2,0.904166666666667
dmss22,1,Young,-0.00579111683157062,2,0.916666666666667
dmss25,1,Young,-0.0693312412153247,2,0.829166666666667
dmss26,1,Young,0.125248142978723,2,0.85
dmss27,1,Young,-0.378078919752366,2,0.9
dmss29,1,Young,1.14094931294182,2,0.85
dmss01,1,Young,0.801333301652732,4,0.845833333333333
dmss02,1,Young,-0.0937312591421956,4,0.783333333333333
dmss03,1,Young,0.207019441790232,4,0.8875
dmss06,1,Young,-0.0341407950285657,4,0.683333333333333
dmss07,1,Young,-0.555607178297253,4,0.758333333333333
dmss08,1,Young,1.01926840685572,4,0.891666666666667
dmss11,1,Young,-0.136073513659473,4,0.845833333333333
dmss13,1,Young,-0.233335181608679,4,0.933333333333333
dmss14,1,Young,-0.238752847472703,4,0.8125
dmss15,1,Young,0.118548166150279,4,0.8875
dmss16,1,Young,-0.0546274878229294,4,0.908333333333333
dmss17,1,Young,-0.801726874489228,4,0.95
dmss19,1,Young,0.219713628995814,4,0.854166666666667
dmss20,1,Young,0.422373201213558,4,0.820833333333333
dmss21,1,Young,0.240343403573477,4,0.8
dmss22,1,Young,0.0760335004865118,4,0.870833333333333
dmss25,1,Young,-0.0715425848649897,4,0.779166666666667
dmss26,1,Young,-0.48570690127076,4,0.779166666666667
dmss27,1,Young,0.225042391989478,4,0.870833333333333
dmss29,1,Young,0.432994240441356,4,0.783333333333333
