name,group,groupStr,corr,wrong
DMSS030,2,Old,-0.149271638608989,-0.538709842214263
DMSS031,2,Old,0.0798022877586498,0.273811384274786
DMSS032,2,Old,0.0108388468551008,-0.453100683232761
DMSS036,2,Old,0.0716825478558393,0.236284522327738
DMSS037,2,Old,0.155517296788551,0.0954598665940403
DMSS038,2,Old,0.200946823855104,0.512098945255579
DMSS039,2,Old,0.0536240119481401,0.00141547965939379
DMSS040,2,Old,0.210545025530909,0.51513211968743
DMSS041,2,Old,0.12359620308842,-0.0186465062115723
DMSS046,2,Old,0.552211635647758,-1.13641198837491
DMSS050,2,Old,-0.0993577659360195,-0.0823103813378782
DMSS051,2,Old,-0.773801689049347,-0.592169509925979
DMSS052,2,Old,0.317762807775878,0.00247381541127868
DMSS053,2,Old,0.0213077964689812,-0.563473280461661
DMSS054,2,Old,1.69619389739144,1.84076663294383
DMSS055,2,Old,-0.0983548533665526,-0.230938031797108
DMSS056,2,Old,0.0207543581957289,-0.0409999391946761
DMSS057,2,Old,0.246906857036476,-0.143149450396644
DMSS058,2,Old,-0.0807906764645672,0.280375900900337
DMSS059,2,Old,-0.447463058687753,-0.519193442887812
DMSS061,2,Old,-0.175317384341376,-0.605892295753455
dmss01,1,Young,-0.0292605873458367,-0.0263648494614769
dmss02,1,Young,-0.077080406813056,0.069903605890773
dmss03,1,Young,-0.000443955263975605,1.13180784373054
dmss06,1,Young,0.00551257143055262,0.110828618829304
dmss07,1,Young,-0.258187213874445,0.230805771866105
dmss08,1,Young,0.500736796916909,0.477387688049807
dmss11,1,Young,0.0386845268675149,-0.276687137730652
dmss13,1,Young,0.135554206360372,0.061546708493002
dmss14,1,Young,0.154108010278406,0.465498115408333
dmss15,1,Young,0.0849143681370442,-0.327214058843547
dmss16,1,Young,-0.170283688040183,-0.427683405854264
dmss17,1,Young,-0.0523054153893283,0.114872152494998
dmss19,1,Young,0.133336803100318,-0.545911501532525
dmss20,1,Young,0.2148764973392,0.209064088317637
dmss21,1,Young,-0.205874737608728,-0.150923869636242
dmss22,1,Young,0.419077142594234,0.380319429940417
dmss25,1,Young,0.121850675403895,-0.308241969946625
dmss26,1,Young,0.0583918956415447,-1.08078194390816
dmss27,1,Young,-0.353274021541689,-0.489900886617747
dmss29,1,Young,0.238280115179497,0.185644480069251
