name,group,groupStr,delayVar,ss,beha
dmss01,1,Young,0.135017978717233,1,0.682816952401894
dmss02,1,Young,-0.466904200483189,1,0.560180454502093
dmss03,1,Young,-0.499688495051807,1,0.478318456602107
dmss06,1,Young,-0.101481519749576,1,0.807127060020008
dmss07,1,Young,-0.151876230691057,1,0.694761087837531
dmss08,1,Young,-0.190545174506048,1,0.513796115723158
dmss11,1,Young,-0.234233551405893,1,0.543383317639234
dmss13,1,Young,-0.248708831468184,1,0.558093607295784
dmss14,1,Young,-0.287005684997137,1,0.873385786603435
dmss15,1,Young,-0.179798730501395,1,0.542077547061464
dmss16,1,Young,0.114214393054475,1,0.732397550000063
dmss17,1,Young,-0.0399202792253997,1,0.685907176419723
dmss19,1,Young,0.257400125085589,1,0.544121030973777
dmss20,1,Young,0.0257945935658163,1,0.628153796018152
dmss21,1,Young,0.00683763101900459,1,0.602092593462233
dmss22,1,Young,-0.163133100851463,1,0.511969544859924
dmss25,1,Young,-0.120080812138227,1,0.915079848037624
dmss26,1,Young,-0.251074461081992,1,0.568379157075029
dmss27,1,Young,0.0795661760424971,1,0.445156424775075
dmss29,1,Young,-0.0245352987023836,1,0.462219635585567
dmss01,1,Young,-0.0639725186947881,2,0.871592421659745
dmss02,1,Young,-0.172054558051943,2,0.615954172058135
dmss03,1,Young,-0.703503368502602,2,0.624028974893449
dmss06,1,Young,-0.0967831999701298,2,0.937357628650057
dmss07,1,Young,0.0753044066140552,2,0.777996747826154
dmss08,1,Young,-0.232333212943577,2,0.58976222545607
dmss11,1,Young,-0.446471186210404,2,0.602801825009937
dmss13,1,Young,-0.430814617664062,2,0.600037268721416
dmss14,1,Young,-0.185019125860509,2,0.891912375481227
dmss15,1,Young,-0.0701710628585027,2,0.651092900016907
dmss16,1,Young,0.129692627434596,2,0.775474449099387
dmss17,1,Young,-0.408789034047587,2,0.75677809213273
dmss19,1,Young,0.107364560336777,2,0.637689013592376
dmss20,1,Young,-0.0052247649325802,2,0.754764406235402
dmss21,1,Young,-0.161737852529904,2,0.757206076816858
dmss22,1,Young,-0.0588570269705116,2,0.562796842396444
dmss25,1,Young,0.024455190927141,2,0.960871679793411
dmss26,1,Young,-0.23077069380008,2,0.613311731530092
dmss27,1,Young,-0.132537259295528,2,0.503518241705713
dmss29,1,Young,-0.0623139972836525,2,0.5449791128712
dmss01,1,Young,-0.0264917358969361,4,0.968128206060183
dmss02,1,Young,-0.231520331549483,4,0.677658904865195
dmss03,1,Young,-0.646494263017683,4,0.669318667154157
dmss06,1,Young,-0.22475605178008,4,0.962438934771865
dmss07,1,Young,-0.0997493910289337,4,0.816557760140455
dmss08,1,Young,-0.257916650365542,4,0.620167847063082
dmss11,1,Young,-0.652759271320825,4,0.650471090540679
dmss13,1,Young,-0.513045398411877,4,0.685095256482277
dmss14,1,Young,-0.35470328098296,4,0.894775279686655
dmss15,1,Young,-0.340594010966278,4,0.676754984292867
dmss16,1,Young,0.292485595421681,4,0.812819595814095
dmss17,1,Young,-0.887800285858987,4,0.785352283704718
dmss19,1,Young,-0.307153267250868,4,0.673395382322214
dmss20,1,Young,-0.199857686641257,4,0.812561399983959
dmss21,1,Young,-0.117853556071882,4,0.747791153697395
dmss22,1,Young,-0.605498601639702,4,0.59650420673055
dmss25,1,Young,-0.0263862741725604,4,0.906120088707808
dmss26,1,Young,-0.37356105780264,4,0.654553882513689
dmss27,1,Young,-0.232583653675947,4,0.575441065048208
dmss29,1,Young,-0.000476736797194366,4,0.576541521505423
