name,group,groupStr,respVar,ss,beha
dmss01,1,Young,0.606791219027232,1,0.954166666666667
dmss02,1,Young,0.427524122832965,1,0.925
dmss03,1,Young,1.12448179862611,1,0.904166666666667
dmss06,1,Young,0.796793258585516,1,0.829166666666667
dmss07,1,Young,0.326850223644281,1,0.8125
dmss08,1,Young,0.903809548071606,1,0.9625
dmss11,1,Young,0.685328390561755,1,0.95
dmss13,1,Young,0.68556870779374,1,0.9875
dmss14,1,Young,0.826174807895901,1,0.929166666666667
dmss15,1,Young,0.204197101408476,1,0.929166666666667
dmss16,1,Young,0.099748736461967,1,0.979166666666667
dmss17,1,Young,0.342967102826837,1,0.9875
dmss19,1,Young,0.0901419690626988,1,0.970833333333333
dmss20,1,Young,0.756339584675777,1,0.841666666666667
dmss21,1,Young,0.407010053029211,1,0.904166666666667
dmss22,1,Young,0.128057794140061,1,0.9375
dmss25,1,Young,0.099308917460844,1,0.8875
dmss26,1,Young,0.755119230382731,1,0.933333333333333
dmss27,1,Young,0.332373378142756,1,0.95
dmss29,1,Young,0.597672510760162,1,0.95
dmss01,1,Young,0.527955592938898,2,0.920833333333333
dmss02,1,Young,0.538971422942662,2,0.895833333333333
dmss03,1,Young,0.744852153189353,2,0.945833333333333
dmss06,1,Young,0.692255045494057,2,0.8125
dmss07,1,Young,0.41917311988815,2,0.8125
dmss08,1,Young,1.02374819097489,2,0.925
dmss11,1,Young,0.614549195543425,2,0.895833333333333
dmss13,1,Young,0.462340422122791,2,0.966666666666667
dmss14,1,Young,0.892600827609805,2,0.875
dmss15,1,Young,0.0111273610803519,2,0.916666666666667
dmss16,1,Young,0.244204062180036,2,0.9375
dmss17,1,Young,0.422594138666812,2,0.925
dmss19,1,Young,0.447357329675044,2,0.895833333333333
dmss20,1,Young,0.379082270058152,2,0.75
dmss21,1,Young,0.262366681873591,2,0.904166666666667
dmss22,1,Young,0.147643778225046,2,0.916666666666667
dmss25,1,Young,0.131405923564795,2,0.829166666666667
dmss26,1,Young,-0.146577079184292,2,0.85
dmss27,1,Young,0.13560674945398,2,0.9
dmss29,1,Young,0.633338188119231,2,0.85
dmss01,1,Young,0.488492164001344,4,0.845833333333333
dmss02,1,Young,0.251452761597612,4,0.783333333333333
dmss03,1,Young,0.574458374550262,4,0.8875
dmss06,1,Young,0.534050346954363,4,0.683333333333333
dmss07,1,Young,0.38017659963597,4,0.758333333333333
dmss08,1,Young,0.783352883043077,4,0.891666666666667
dmss11,1,Young,0.206103448187167,4,0.845833333333333
dmss13,1,Young,0.397994150983998,4,0.933333333333333
dmss14,1,Young,0.791400864046773,4,0.8125
dmss15,1,Young,0.285827445821423,4,0.8875
dmss16,1,Young,0.00494752075579546,4,0.908333333333333
dmss17,1,Young,0.330608913953857,4,0.95
dmss19,1,Young,0.423802577958706,4,0.854166666666667
dmss20,1,Young,0.823544423898085,4,0.820833333333333
dmss21,1,Young,0.175043845965243,4,0.8
dmss22,1,Young,0.272144091105724,4,0.870833333333333
dmss25,1,Young,0.0771672886186472,4,0.779166666666667
dmss26,1,Young,0.034294989369551,4,0.779166666666667
dmss27,1,Young,0.0490744984131399,4,0.870833333333333
dmss29,1,Young,0.277074524380521,4,0.783333333333333
