name,group,groupStr,corr,wrong
DMSS030,2,Old,-0.283571117122796,-0.777251780301981
DMSS031,2,Old,0.304960589696709,0.706764312432969
DMSS032,2,Old,0.315843557588542,0.126501943660155
DMSS036,2,Old,0.405205334015188,0.339174365663218
DMSS037,2,Old,0.457776130627385,0.615545991420323
DMSS038,2,Old,0.194142330201449,0.240374300797705
DMSS039,2,Old,0.270625661573136,0.0855483598786886
DMSS040,2,Old,0.137148354694454,0.320108265918144
DMSS041,2,Old,0.0221639772656694,0.064679684451357
DMSS046,2,Old,0.766227854255403,-0.552734065116225
DMSS050,2,Old,-0.0269165072352734,0.133118454015513
DMSS051,2,Old,-0.737541632324344,-0.54468489980107
DMSS052,2,Old,0.242742202983159,0.236216251800834
DMSS053,2,Old,0.631133243191849,0.215206292678772
DMSS054,2,Old,2.3248250077993,2.5440320050318
DMSS055,2,Old,0.188547143353158,-0.35165042686785
DMSS056,2,Old,0.545638099219946,0.642105214667765
DMSS057,2,Old,0.201386957329644,-0.250937829236938
DMSS058,2,Old,0.108074556679107,-0.0896169590546533
DMSS059,2,Old,-0.170349501736854,-0.0978123262771713
DMSS061,2,Old,-0.0458324653293328,-0.29063565400095
dmss01,1,Young,0.512224078165004,0.365428215336955
dmss02,1,Young,0.162925902685312,0.152070836586773
dmss03,1,Young,0.00484300533991861,0.433033915338251
dmss06,1,Young,0.530473127394078,0.566980928652597
dmss07,1,Young,0.113763111117515,0.225237314694312
dmss08,1,Young,0.645452718348041,0.606808008130277
dmss11,1,Young,0.169014005295629,-0.00565800830443007
dmss13,1,Young,0.16994359413908,-0.204581959299422
dmss14,1,Young,0.643660082253314,0.776491162679499
dmss15,1,Young,0.101968505253325,-0.213950336896073
dmss16,1,Young,-0.0816048754430644,-0.181374217284187
dmss17,1,Young,-0.033129542400323,0.279300502093995
dmss19,1,Young,0.293086817858385,-0.146557075022369
dmss20,1,Young,0.731706733825417,0.448855099903379
dmss21,1,Young,-0.0126558648703896,0.23054482664933
dmss22,1,Young,0.165671542072897,-0.0898469170730351
dmss25,1,Young,0.056579764883283,-0.326174224108649
dmss26,1,Young,0.0273421135192935,-0.971174084199314
dmss27,1,Young,-0.0637091398592632,-0.0242458992999917
dmss29,1,Young,0.149396637696307,0.0548012231198569
