name,group,groupStr,delayVar,ss,beha
dmss01,1,Young,0.175198565506596,1,0.954166666666667
dmss02,1,Young,-0.147228031576717,1,0.925
dmss03,1,Young,0.301561773528511,1,0.904166666666667
dmss06,1,Young,0.0235540017639237,1,0.829166666666667
dmss07,1,Young,0.392976408591906,1,0.8125
dmss08,1,Young,-0.260698735116991,1,0.9625
dmss11,1,Young,0.327708496923202,1,0.95
dmss13,1,Young,0.429679192879742,1,0.9875
dmss14,1,Young,-0.176687217736886,1,0.929166666666667
dmss15,1,Young,-0.0873755696551545,1,0.929166666666667
dmss16,1,Young,0.138944476580907,1,0.979166666666667
dmss17,1,Young,0.462285276348211,1,0.9875
dmss19,1,Young,0.36193914959115,1,0.970833333333333
dmss20,1,Young,0.230293319303444,1,0.841666666666667
dmss21,1,Young,0.136212837512836,1,0.904166666666667
dmss22,1,Young,-0.199346691240766,1,0.9375
dmss25,1,Young,0.0666682293026728,1,0.8875
dmss26,1,Young,0.0658170924336508,1,0.933333333333333
dmss27,1,Young,-0.2408175580488,1,0.95
dmss29,1,Young,0.317989483873477,1,0.95
dmss01,1,Young,0.223829338559593,2,0.920833333333333
dmss02,1,Young,-0.795213098790684,2,0.895833333333333
dmss03,1,Young,0.131121950408415,2,0.945833333333333
dmss06,1,Young,-0.00127271090996382,2,0.8125
dmss07,1,Young,0.169169932639356,2,0.8125
dmss08,1,Young,-0.0626130956498213,2,0.925
dmss11,1,Young,-0.0022442230923741,2,0.895833333333333
dmss13,1,Young,0.466726193125547,2,0.966666666666667
dmss14,1,Young,-0.0942313823609015,2,0.875
dmss15,1,Young,-0.107022493734034,2,0.916666666666667
dmss16,1,Young,0.105999333942563,2,0.9375
dmss17,1,Young,-0.638943917325823,2,0.925
dmss19,1,Young,0.0738189601276466,2,0.895833333333333
dmss20,1,Young,-0.0112573959218192,2,0.75
dmss21,1,Young,-0.392609070000715,2,0.904166666666667
dmss22,1,Young,-0.286040408687201,2,0.916666666666667
dmss25,1,Young,0.103099834682902,2,0.829166666666667
dmss26,1,Young,-0.0254177610813806,2,0.85
dmss27,1,Young,-0.845319297680645,2,0.9
dmss29,1,Young,0.25562905244793,2,0.85
dmss01,1,Young,-0.0471943983158555,4,0.845833333333333
dmss02,1,Young,0.320622544262535,4,0.783333333333333
dmss03,1,Young,0.180739748744525,4,0.8875
dmss06,1,Young,0.230400794102262,4,0.683333333333333
dmss07,1,Young,-0.275121473566818,4,0.758333333333333
dmss08,1,Young,-0.80124489548156,4,0.891666666666667
dmss11,1,Young,-0.119429871166047,4,0.845833333333333
dmss13,1,Young,0.412188641266173,4,0.933333333333333
dmss14,1,Young,-0.300236240266572,4,0.8125
dmss15,1,Young,-1.38604525072723,4,0.8875
dmss16,1,Young,-0.0166823254321032,4,0.908333333333333
dmss17,1,Young,0.124716361748979,4,0.95
dmss19,1,Young,-0.314098918718077,4,0.854166666666667
dmss20,1,Young,0.0697823111464913,4,0.820833333333333
dmss21,1,Young,-0.134313408268973,4,0.8
dmss22,1,Young,-0.28662575824946,4,0.870833333333333
dmss25,1,Young,0.0660992122488755,4,0.779166666666667
dmss26,1,Young,-0.242491710974494,4,0.779166666666667
dmss27,1,Young,-0.0587341019656092,4,0.870833333333333
dmss29,1,Young,0.346843861444092,4,0.783333333333333
