name,group,groupStr,respVar,ss,beha
dmss01,1,Young,1.13869333402421,1,0.954166666666667
dmss02,1,Young,1.08506173245544,1,0.925
dmss03,1,Young,0.836694743575771,1,0.904166666666667
dmss06,1,Young,0.865712644195265,1,0.829166666666667
dmss07,1,Young,0.49007634884452,1,0.8125
dmss08,1,Young,1.0968097266602,1,0.9625
dmss11,1,Young,0.926859313287461,1,0.95
dmss13,1,Young,0.692841157014786,1,0.9875
dmss14,1,Young,1.03242255191019,1,0.929166666666667
dmss15,1,Young,0.524212176176215,1,0.929166666666667
dmss16,1,Young,0.29634987385702,1,0.979166666666667
dmss17,1,Young,0.653462672526651,1,0.9875
dmss19,1,Young,0.602591562309876,1,0.970833333333333
dmss20,1,Young,1.5547723884934,1,0.841666666666667
dmss21,1,Young,0.632934796319811,1,0.904166666666667
dmss22,1,Young,-0.241331445012749,1,0.9375
dmss25,1,Young,0.114581576052235,1,0.8875
dmss26,1,Young,1.185128487375,1,0.933333333333333
dmss27,1,Young,0.375389337012495,1,0.95
dmss29,1,Young,0.847259920761524,1,0.95
dmss01,1,Young,1.19255885387604,2,0.920833333333333
dmss02,1,Young,0.947812169908975,2,0.895833333333333
dmss03,1,Young,0.40959319504116,2,0.945833333333333
dmss06,1,Young,0.989384229369586,2,0.8125
dmss07,1,Young,0.514093753388933,2,0.8125
dmss08,1,Young,0.81478213080758,2,0.925
dmss11,1,Young,1.00303385193603,2,0.895833333333333
dmss13,1,Young,0.925213708230132,2,0.966666666666667
dmss14,1,Young,1.10352858376815,2,0.875
dmss15,1,Young,0.579544504071605,2,0.916666666666667
dmss16,1,Young,0.429048093197515,2,0.9375
dmss17,1,Young,0.797139522916651,2,0.925
dmss19,1,Young,0.585636076734459,2,0.895833333333333
dmss20,1,Young,1.34488813651547,2,0.75
dmss21,1,Young,0.933447108911412,2,0.904166666666667
dmss22,1,Young,0.240890898150192,2,0.916666666666667
dmss25,1,Young,0.167957399381296,2,0.829166666666667
dmss26,1,Young,1.3994521158122,2,0.85
dmss27,1,Young,0.38076652279823,2,0.9
dmss29,1,Young,1.28306291368145,2,0.85
dmss01,1,Young,1.07200715066967,4,0.845833333333333
dmss02,1,Young,0.801316714108215,4,0.783333333333333
dmss03,1,Young,0.598702821831452,4,0.8875
dmss06,1,Young,0.793711015874651,4,0.683333333333333
dmss07,1,Young,0.492162139992035,4,0.758333333333333
dmss08,1,Young,1.01715768766549,4,0.891666666666667
dmss11,1,Young,0.787342905034829,4,0.845833333333333
dmss13,1,Young,0.969657153616014,4,0.933333333333333
dmss14,1,Young,0.927552668864137,4,0.8125
dmss15,1,Young,0.502351908741817,4,0.8875
dmss16,1,Young,0.427774046725032,4,0.908333333333333
dmss17,1,Young,0.840591098087795,4,0.95
dmss19,1,Young,0.318329072087809,4,0.854166666666667
dmss20,1,Young,1.45126125571056,4,0.820833333333333
dmss21,1,Young,0.878874729989482,4,0.8
dmss22,1,Young,0.261191193096908,4,0.870833333333333
dmss25,1,Young,0.388568038836662,4,0.779166666666667
dmss26,1,Young,1.04302202379539,4,0.779166666666667
dmss27,1,Young,0.40959112317558,4,0.870833333333333
dmss29,1,Young,0.971500164651394,4,0.783333333333333
