name,group,groupStr,load1,load2,load3
DMSS030,2,Old,0.263041348263563,0.66805537263705,0.569755532029838
DMSS031,2,Old,-0.255933572848341,-0.00599736281225295,-0.352841404855443
DMSS032,2,Old,-0.737202347784658,-0.571840603152117,0.00704671890748218
DMSS036,2,Old,-1.07135126454801,-1.58645675361351,-0.216562062596256
DMSS037,2,Old,-0.753904134021378,-1.36400717351986,-0.990800045265956
DMSS038,2,Old,0.0236867428427106,0.066275958722602,0.339296487552281
DMSS039,2,Old,-0.0213836401753208,-0.00258369466985249,-0.0979098179430091
DMSS040,2,Old,0.178585919649178,-0.0386910739563003,0.184067990722274
DMSS041,2,Old,-1.38588340579457,-1.5135380456774,-1.31973640576825
DMSS046,2,Old,-0.820624709988526,-0.660134682458186,-0.800385313741634
DMSS050,2,Old,0.0279835266257884,0.139725065221298,-0.146352743829416
DMSS051,2,Old,-0.228230544293733,-0.63335225105411,-0.465053077622027
DMSS052,2,Old,-0.392450987694851,-0.593566320520641,-0.313784203153611
DMSS053,2,Old,-0.459978525460071,-1.15917117630328,-0.806300205128628
DMSS054,2,Old,-0.553169694342757,-0.785589134120303,-0.425886424603436
DMSS055,2,Old,-0.84594912677574,-0.838815593266127,-0.889635449409179
DMSS056,2,Old,-0.348186303572379,-0.822737035520678,-1.22724857721269
DMSS057,2,Old,-0.318040337938246,-0.404120426131256,-0.301761731575025
DMSS058,2,Old,-0.0216616731709511,-0.141727907405578,-0.284176439486956
DMSS059,2,Old,-0.269503510457542,-0.344878708326274,-0.55580823714553
DMSS061,2,Old,-0.150603875181759,-1.4330189872887,-0.427864006524567
dmss01,1,Young,-0.449007389799922,-0.0412751994032287,-0.214011714889763
dmss02,1,Young,-1.14683801979186,-0.331097483853829,-0.866366143677726
dmss03,1,Young,0.155423912225538,0.133806242384603,-0.268606139206463
dmss06,1,Young,-0.451832575708887,-0.409770465084558,-0.326384885569222
dmss07,1,Young,-0.0661602094887679,0.486048515645198,0.0985236301802143
dmss08,1,Young,-0.344791270837811,-0.39507334609979,0.0955549862788844
dmss11,1,Young,0.663057432300318,-0.282691478009856,0.65116047719043
dmss13,1,Young,0.318925037136248,0.366830793032763,0.214735697874532
dmss14,1,Young,-0.18048769469399,-0.415122957499483,-0.482288371450217
dmss15,1,Young,0.393928048841482,0.551608251708589,-0.172909401123983
dmss16,1,Young,0.38378569437409,0.170932832842132,0.697347491496427
dmss17,1,Young,0.570684925515865,0.514437180372208,0.333641710793431
dmss19,1,Young,-0.339711577735869,0.258539452660669,-0.1616314180279
dmss20,1,Young,-0.126365025592309,0.0606137108060252,-0.216345889191062
dmss21,1,Young,-0.16659015607645,-0.164075245428825,0.323573118992959
dmss22,1,Young,-0.125470170453617,-0.170121521898351,0.27102717853587
dmss25,1,Young,0.466686992292541,0.390622599095236,0.371153294527923
dmss26,1,Young,-0.300215421901701,0.0811247841019196,-0.0657674841173609
dmss27,1,Young,0.18390754828644,0.139201608714137,-0.25875173611795
dmss29,1,Young,0.674255819363438,0.35569897043735,-0.0980131127601563
