name,group,groupStr,load1,load2,load3
DMSS030,2,Old,0.362599056787961,-0.456303507204193,-0.581707857630892
DMSS031,2,Old,-0.06700852677879,-2.15421677640976,-0.542301438327691
DMSS032,2,Old,-0.161662949895613,0.198608217671097,-0.215945015443542
DMSS036,2,Old,-0.42527405009414,-0.471293081706157,0.040314651971761
DMSS037,2,Old,-0.390315982291533,-0.250476900573038,-0.814511255436072
DMSS038,2,Old,-0.176005063786209,0.0163661971369154,-0.0800142707575521
DMSS039,2,Old,-0.0274832461428117,-0.0611070995032277,0.0516437976512895
DMSS040,2,Old,-0.0772039786089565,0.0949818162935189,-0.00100042044490992
DMSS041,2,Old,-0.14618069705682,-0.0962761571729698,-0.802620387005868
DMSS046,2,Old,0.0195290266433047,-0.443411815888597,-0.256448460197473
DMSS050,2,Old,0.07738517259109,-0.0144042759257453,-0.353264076556163
DMSS051,2,Old,0.0812141354682537,0.0231936344507906,0.121181622760913
DMSS052,2,Old,0.268566479442376,0.00941655827243974,-0.325673831560198
DMSS053,2,Old,0.212984172340492,-0.0350946855339388,0.0564738675206123
DMSS054,2,Old,-0.40961613194539,-0.252019160502779,-0.348468883136314
DMSS055,2,Old,-0.416143051022915,-0.187449376198612,-0.617684982865959
DMSS056,2,Old,-0.774420900837,-0.0797351960415752,-0.495329054493221
DMSS057,2,Old,0.14669645309752,-0.0194097557547407,0.0389074680790964
DMSS058,2,Old,0.251853232165937,-0.26455904501236,0.117847720092075
DMSS059,2,Old,0.494507000693345,0.0474015200462854,0.32001490787864
DMSS061,2,Old,-0.0601414426112495,-0.581156897092564,-0.269441842389348
dmss01,1,Young,0.141590652730722,0.161915265377143,-0.0377862303969362
dmss02,1,Young,-0.081461582288259,-0.61031852554575,0.32840825192854
dmss03,1,Young,0.375067547179809,0.0730134834917286,0.169561236051867
dmss06,1,Young,0.0328650207362483,0.0243126714751684,0.201793789677088
dmss07,1,Young,0.326681406219775,0.29015514778767,-0.366282442362801
dmss08,1,Young,-0.233788829249365,0.0255713460724943,-0.973401493570563
dmss11,1,Young,0.309268391263331,0.0389879796281037,-0.0735345124537053
dmss13,1,Young,0.407626068272744,0.481026343150594,0.381757506573289
dmss14,1,Young,-0.236187066876369,-0.123752704949847,-0.237499989859671
dmss15,1,Young,-0.119066353027052,-0.221498837880439,-1.46332994712535
dmss16,1,Young,0.0972257747101748,0.135935563354678,-0.0647091062272998
dmss17,1,Young,0.543699809431279,-0.759228536885638,0.0294176594205033
dmss19,1,Young,0.340393257336101,0.0118784509804396,-0.270390169791821
dmss20,1,Young,0.206740639840074,-0.0225680890477689,0.0784554649651402
dmss21,1,Young,0.137945036252023,-0.271138010109549,-0.0620040798717412
dmss22,1,Young,-0.352521179267532,-0.233337993451035,-0.366639442535947
dmss25,1,Young,0.0998604210933345,0.104905762001808,0.0652364221721159
dmss26,1,Young,0.104879835987023,-0.123581763983369,-0.267595926724501
dmss27,1,Young,-0.346897806829929,-0.824639664109829,-0.00917107835682808
dmss29,1,Young,0.310622859589076,0.237926591166157,0.3002511536516
