name,group,groupStr,respVar,ss,beha
dmss01,1,Young,1.09663810356389,1,0.954166666666667
dmss02,1,Young,0.775876605043426,1,0.925
dmss03,1,Young,0.773253738585609,1,0.904166666666667
dmss06,1,Young,0.753595007384664,1,0.829166666666667
dmss07,1,Young,0.318830781261506,1,0.8125
dmss08,1,Young,1.07008689269619,1,0.9625
dmss11,1,Young,0.805098226033424,1,0.95
dmss13,1,Young,0.549602846276764,1,0.9875
dmss14,1,Young,0.7136301095819,1,0.929166666666667
dmss15,1,Young,0.350049451544166,1,0.929166666666667
dmss16,1,Young,0.190679234403479,1,0.979166666666667
dmss17,1,Young,0.575484539444629,1,0.9875
dmss19,1,Young,0.647345232833197,1,0.970833333333333
dmss20,1,Young,1.31661708310604,1,0.841666666666667
dmss21,1,Young,0.351010929985402,1,0.904166666666667
dmss22,1,Young,-0.318693518328592,1,0.9375
dmss25,1,Young,0.105319456666642,1,0.8875
dmss26,1,Young,1.12503225680839,1,0.933333333333333
dmss27,1,Young,0.261219173500559,1,0.95
dmss29,1,Young,0.624850739593779,1,0.95
dmss01,1,Young,1.10424283159919,2,0.920833333333333
dmss02,1,Young,0.712951404734663,2,0.895833333333333
dmss03,1,Young,0.318167076396461,2,0.945833333333333
dmss06,1,Young,0.920734305252335,2,0.8125
dmss07,1,Young,0.360979198853198,2,0.8125
dmss08,1,Young,0.712720272517101,2,0.925
dmss11,1,Young,0.8694542432844,2,0.895833333333333
dmss13,1,Young,0.601756490359129,2,0.966666666666667
dmss14,1,Young,0.821391537516314,2,0.875
dmss15,1,Young,0.423167650704392,2,0.916666666666667
dmss16,1,Young,0.29975747336338,2,0.9375
dmss17,1,Young,0.630840521430452,2,0.925
dmss19,1,Young,0.621403044159964,2,0.895833333333333
dmss20,1,Young,1.11542830772488,2,0.75
dmss21,1,Young,0.649790025949013,2,0.904166666666667
dmss22,1,Young,0.228875723590464,2,0.916666666666667
dmss25,1,Young,0.170387831736151,2,0.829166666666667
dmss26,1,Young,1.34058632231082,2,0.85
dmss27,1,Young,0.235562091491808,2,0.9
dmss29,1,Young,1.03627709850103,2,0.85
dmss01,1,Young,0.993709047268306,4,0.845833333333333
dmss02,1,Young,0.561038023556915,4,0.783333333333333
dmss03,1,Young,0.586633924419521,4,0.8875
dmss06,1,Young,0.637422010569588,4,0.683333333333333
dmss07,1,Young,0.426480379080639,4,0.758333333333333
dmss08,1,Young,0.907664369445552,4,0.891666666666667
dmss11,1,Young,0.621281245818562,4,0.845833333333333
dmss13,1,Young,0.770806765618017,4,0.933333333333333
dmss14,1,Young,0.668086986315774,4,0.8125
dmss15,1,Young,0.423488189876021,4,0.8875
dmss16,1,Young,0.276251042678243,4,0.908333333333333
dmss17,1,Young,0.71819934509571,4,0.95
dmss19,1,Young,0.396015816101481,4,0.854166666666667
dmss20,1,Young,1.24576572055522,4,0.820833333333333
dmss21,1,Young,0.626822086578724,4,0.8
dmss22,1,Young,0.249492345088057,4,0.870833333333333
dmss25,1,Young,0.273272954947603,4,0.779166666666667
dmss26,1,Young,0.857077160067967,4,0.779166666666667
dmss27,1,Young,0.28673930391773,4,0.870833333333333
dmss29,1,Young,0.6906457922152,4,0.783333333333333
