name,group,groupStr,corr,wrong
DMSS030,2,Old,0.482609265604409,0.23742925137398
DMSS031,2,Old,0.691782883784127,0.282228256344753
DMSS032,2,Old,1.68095288515506,1.49318682130327
DMSS036,2,Old,1.38075798853543,0.859192981640483
DMSS037,2,Old,0.342802023474149,0.453784340968375
DMSS038,2,Old,0.743575599163467,0.861148131965224
DMSS039,2,Old,1.94626084403505,2.23188090130235
DMSS040,2,Old,0.338158643958377,0.156432557146639
DMSS041,2,Old,1.12001464289021,0.580677185266601
DMSS046,2,Old,1.31360560324529,0.594167938020576
DMSS050,2,Old,0.178339668438017,0.125242545073001
DMSS051,2,Old,-0.0845900951950964,0.623943529232475
DMSS052,2,Old,1.09295937136389,1.09257311183347
DMSS053,2,Old,3.98058520058751,2.03716285017327
DMSS054,2,Old,4.18277455774739,3.59786991805111
DMSS055,2,Old,2.39801702226544,2.11331736308647
DMSS056,2,Old,2.02307707870667,1.87651471133084
DMSS057,2,Old,1.52531593416201,1.81457127087105
DMSS058,2,Old,2.08519023675711,2.01229459660626
DMSS059,2,Old,0.0998853085040266,0.539480050156856
DMSS061,2,Old,-0.0879133928368444,-0.422964737542276
dmss01,1,Young,2.07856628639382,1.55637058918574
dmss02,1,Young,1.64193717312518,1.93550370366063
dmss03,1,Young,0.818596282520117,0.814376043601792
dmss06,1,Young,1.04421469716555,0.690344245456315
dmss07,1,Young,0.808021498867001,0.627709101082791
dmss08,1,Young,2.55773165150796,0.788025796463276
dmss11,1,Young,1.50382068148085,1.48449464455986
dmss13,1,Young,1.36679474696585,0.68611989091916
dmss14,1,Young,1.52607715657003,1.57993383484733
dmss15,1,Young,0.870588908063829,0.129426729090643
dmss16,1,Young,0.540005331748391,1.15076628214041
dmss17,1,Young,1.06946212177004,0.232901782778849
dmss19,1,Young,0.725020246298886,0.883537275047633
dmss20,1,Young,2.42641887771949,1.12428958434383
dmss21,1,Young,1.21166540334568,1.1949332479654
dmss22,1,Young,0.677446295475785,-0.143876675340359
dmss25,1,Young,0.201465833548097,0.482105834703341
dmss26,1,Young,1.57605041041281,1.26290627479839
dmss27,1,Young,0.38670211442937,0.16074848763655
dmss29,1,Young,1.81826012179304,1.5522555751699
