beha,var,subj,ss,group,beha_Bnorm
0.954166666666667,0.612562333815238,1,1,1,0.970236058952462
0.925,0.458312222971177,2,1,1,0.961721002255517
0.904166666666667,1.30168482975976,3,1,1,0.956434645449829
0.829166666666667,0.852197564734336,4,1,1,0.939961045055219
0.8125,0.262694179125154,5,1,1,0.936606257612635
0.9625,0.936967397884747,6,1,1,0.973068509708255
0.95,0.737913557815281,7,1,1,0.968904321648314
0.9875,0.710136831871387,8,1,1,0.984145966581465
0.929166666666667,0.75669846730352,9,1,1,0.962842143224458
0.929166666666667,0.198543956586519,10,1,1,0.962842143224458
0.979166666666667,0.0752562897013548,11,1,1,0.979779928736335
0.9875,0.279652234509122,12,1,1,0.984145966581465
0.970833333333333,0.237809124000111,13,1,1,0.976199433846709
0.841666666666667,0.726651153933115,14,1,1,0.942529738963875
0.904166666666667,0.438043015838659,15,1,1,0.956434645449829
0.9375,0.0550721067889726,16,1,1,0.965165792761796
0.8875,0.123566883970776,17,1,1,0.952498783405452
0.933333333333333,0.738744661580313,18,1,1,0.963989481699087
0.95,0.430296182984768,19,1,1,0.968904321648314
0.95,0.626043094574554,20,1,1,0.968904321648314
0.933333333333333,-0.218389745329934,21,1,2,0.963989481699087
0.920833333333333,0.325620981879859,22,1,2,0.960623670895172
0.956521739130435,0.983257051735269,23,1,2,0.971011874034633
0.941666666666667,0.894490432286695,24,1,2,0.966374332457903
0.930612244897959,0.616705889281052,25,1,2,0.963237099418026
0.908333333333333,0.28403376782786,26,1,2,0.957455068746818
0.983333333333333,0.0826731575381136,27,1,2,0.981828539656086
0.929166666666667,0.0504972886939467,28,1,2,0.962842143224458
0.770833333333333,-0.114518593432901,29,1,2,0.928476779051816
0.895833333333333,1.2856286160796,30,1,2,0.954439639781966
0.9625,0.0160422321804423,31,1,2,0.973068509708255
0.941666666666667,-0.235656683354092,32,1,2,0.966374332457903
0.945833333333333,0.382463692919662,33,1,2,0.967618962794842
0.991666666666667,1.07847324574167,34,1,2,0.986892084472495
0.9625,0.354280952732096,36,1,2,0.973068509708255
0.9125,0.63554678446598,37,1,2,0.958492407998426
0.933333333333333,0.0237185524081831,38,1,2,0.963989481699087
0.879166666666667,0.0349411558349703,39,1,2,0.950605050386393
0.8125,-0.162240703488202,40,1,2,0.936606257612635
0.745192307692308,0.138790578769293,41,1,2,0.923597063210785
0.920833333333333,0.601751896368179,1,2,1,0.960623670895172
0.895833333333333,0.521926084681894,2,2,1,0.954439639781966
0.945833333333333,0.996948066612384,3,2,1,0.967618962794842
