name,group,groupStr,load1,load2,load3
DMSS030,2,Old,0.192262296285361,1.59787306173965,2.28210229432648
DMSS031,2,Old,-1.9083987397341,-2.22970883134824,-2.08093084717507
DMSS032,2,Old,-1.76913749906932,-0.590965912114104,-0.752636966573438
DMSS036,2,Old,-2.76989765203729,-2.80180998965729,-3.323892024786
DMSS037,2,Old,-0.990372415530806,-0.63614014097853,-0.559696297723313
DMSS038,2,Old,-4.01818303798272,-4.71506219455348,-3.81631921406177
DMSS039,2,Old,-1.70865349268264,-1.11432168582937,-1.29468431409869
DMSS040,2,Old,-1.23338556102889,-1.69421506019934,-1.24276478641919
DMSS041,2,Old,-0.415185019567247,-0.577439286387952,-1.0155979050389
DMSS046,2,Old,-0.897751652484245,-0.93439997791413,-0.92126632163928
DMSS050,2,Old,-0.0182266660117534,-0.8721213671577,-0.766705299373987
DMSS051,2,Old,-2.09552422679776,-2.22307578154891,-1.69879707410349
DMSS052,2,Old,-1.20215799200581,-1.9283853683066,-0.749907709906305
DMSS053,2,Old,-2.20946277895229,-2.73887336911618,-2.85768557568921
DMSS054,2,Old,-1.93878536705009,-2.02077315166348,-1.92172138934915
DMSS055,2,Old,0.767880937489811,0.226911309112897,-0.0788889846374298
DMSS056,2,Old,-1.43780571432201,-1.53256819378174,-1.73995489092064
DMSS057,2,Old,-1.72807228398419,-0.842600494116919,-0.989660036128086
DMSS058,2,Old,-1.99324269112344,-2.61627851934516,-2.09261901168328
DMSS059,2,Old,-0.676039681500243,-0.72224100828771,-1.34002785475168
DMSS061,2,Old,-0.607867821520578,-0.17161963603769,-0.418849341480125
dmss01,1,Young,-2.78972938733435,-2.33935729154037,-2.04903397222062
dmss02,1,Young,-1.65246222548734,-2.31860072457813,-0.999401835399842
dmss03,1,Young,-0.50887149236964,-0.899010373028187,-1.88603668368737
dmss06,1,Young,-1.21931501788747,-1.02303691037104,-1.00258282669467
dmss07,1,Young,-0.824844220211762,-0.927461311061352,-1.73245758645853
dmss08,1,Young,0.485611680193713,0.662319934263208,-0.799762211850023
dmss11,1,Young,-0.520229680204697,-1.02555609908463,-0.760155055574484
dmss13,1,Young,-1.90752031275477,-1.66691633619668,-2.31698140020606
dmss14,1,Young,-0.99988052660492,-0.830451326590692,-0.709937120993919
dmss15,1,Young,-1.94963371254126,-2.06243461566331,-1.83046520090078
dmss16,1,Young,-0.878008677311589,-0.640063564444523,-0.571270097598444
dmss17,1,Young,-2.5993063857649,-2.46391660426074,-2.92210455699512
dmss19,1,Young,-0.376191161059671,-1.01841257427699,-1.17673406208586
dmss20,1,Young,-1.67399081398504,-1.3880918121812,-1.32982731822292
dmss21,1,Young,-0.806862834960395,-0.897295404854044,-0.826721600700616
dmss22,1,Young,-0.453957375402259,-0.173740899623271,-0.466166800379412
dmss25,1,Young,-1.44872392985218,-1.11681774602639,-1.21231927813871
dmss26,1,Young,-1.41128921368586,-1.54518699312513,-1.60839561346233
dmss27,1,Young,0.000589858799541977,-0.508866827915463,-0.328649803806636
dmss29,1,Young,-0.323802152408924,-0.822262436844715,-0.879256438686558
