name,group,groupStr,delayVar,ss,beha
dmss01,1,Young,0.00616937384076789,1,0.954166666666667
dmss02,1,Young,-0.927951478846877,1,0.925
dmss03,1,Young,-0.321513469547979,1,0.904166666666667
dmss06,1,Young,-0.374991773299601,1,0.829166666666667
dmss07,1,Young,-0.309860584367673,1,0.8125
dmss08,1,Young,-0.500607903215037,1,0.9625
dmss11,1,Young,-0.392918923538943,1,0.95
dmss13,1,Young,0.402352192247422,1,0.9875
dmss14,1,Young,-0.302129740998045,1,0.929166666666667
dmss15,1,Young,-0.0676494717357514,1,0.929166666666667
dmss16,1,Young,-0.0241568277988653,1,0.979166666666667
dmss17,1,Young,-0.250863820227347,1,0.9875
dmss19,1,Young,0.326808641342829,1,0.970833333333333
dmss20,1,Young,-0.478077115498736,1,0.841666666666667
dmss21,1,Young,-0.205635852530697,1,0.904166666666667
dmss22,1,Young,0.0774247903692368,1,0.9375
dmss25,1,Young,-0.110647706739272,1,0.8875
dmss26,1,Young,-0.257376463867559,1,0.933333333333333
dmss27,1,Young,0.423164804502578,1,0.95
dmss29,1,Young,-0.0735210900077588,1,0.95
dmss01,1,Young,-0.112220056353308,2,0.920833333333333
dmss02,1,Young,-0.73853257860395,2,0.895833333333333
dmss03,1,Young,-1.04455565397525,2,0.945833333333333
dmss06,1,Young,-0.325812808454218,2,0.8125
dmss07,1,Young,-0.221393827328787,2,0.8125
dmss08,1,Young,-0.372611883993033,2,0.925
dmss11,1,Young,-0.326002267680127,2,0.895833333333333
dmss13,1,Young,0.24516644909385,2,0.966666666666667
dmss14,1,Young,-0.103105806560527,2,0.875
dmss15,1,Young,-0.426387476980766,2,0.916666666666667
dmss16,1,Young,-0.289296897036976,2,0.9375
dmss17,1,Young,0.299460732388698,2,0.925
dmss19,1,Young,0.301053041689948,2,0.895833333333333
dmss20,1,Young,-0.0995108025018549,2,0.75
dmss21,1,Young,-0.331002065369274,2,0.904166666666667
dmss22,1,Young,0.00788342545661326,2,0.916666666666667
dmss25,1,Young,0.098590820572702,2,0.829166666666667
dmss26,1,Young,-0.283448945478496,2,0.85
dmss27,1,Young,0.558908656864728,2,0.9
dmss29,1,Young,0.12821390379859,2,0.85
dmss01,1,Young,-0.0116885996745638,4,0.845833333333333
dmss02,1,Young,-0.49092929820977,4,0.783333333333333
dmss03,1,Young,-0.708437902906728,4,0.8875
dmss06,1,Young,-0.170631256590647,4,0.683333333333333
dmss07,1,Young,-0.525084685197771,4,0.758333333333333
dmss08,1,Young,0.0095430975762535,4,0.891666666666667
dmss11,1,Young,-0.279607066069756,4,0.845833333333333
dmss13,1,Young,0.215259511623151,4,0.933333333333333
dmss14,1,Young,-0.148293707711029,4,0.8125
dmss15,1,Young,-0.264065180614039,4,0.8875
dmss16,1,Young,-0.0155840723938547,4,0.908333333333333
dmss17,1,Young,-0.242272253207249,4,0.95
dmss19,1,Young,0.400468753303719,4,0.854166666666667
dmss20,1,Young,-0.681135712310282,4,0.820833333333333
dmss21,1,Young,-0.105487755175382,4,0.8
dmss22,1,Young,0.0290151345567553,4,0.870833333333333
dmss25,1,Young,-0.0756818720856767,4,0.779166666666667
dmss26,1,Young,-0.117493893955526,4,0.779166666666667
dmss27,1,Young,0.202438606639054,4,0.870833333333333
dmss29,1,Young,-0.0707132002653009,4,0.783333333333333
